,,Day,Start Time,End Time,Camp,Neighbourhood,Event Name,Description of Event,,Workshop / Class,Food / Drink,Performance / Show,Wellness / Yoga,Music / Dance,Game / Activity,19+
O0588,L0570,Friday,00:00,00:00,The Empress,DOACRACY,Herbal Reflections,"Herbal Reflections: An interactive herbal installation for self-guided plant meditation. Herbal inctures with plant cards and QR codes invite visitors to choose, taste, and tune inward to learn from each plant through reflection, writing, or drawing, shared or kept.",Friday  00:00 - 00:00,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
O0168,L0166,Friday,00:01,00:01,Electric Circus,MIDDLE EARTH,Spectral Projection,"Spectral Projection: An interactive television set where the viewer not only creates video art, but is the art.",Friday 00:01 - 00:01,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
O0652,L0631,Friday,00:10,01:10,Stockpot Memorial Mobile Kitchen,ROAMING,Bleeding gums check,"Bleeding gums check: Is there a food that makes your mouth bleed but it’s just so delicious that you keep eating it? Are you maybe allergic to walnuts, Becky? Then come and do the check.",Friday 00:10 - 01:10,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
,,Friday,1:00,1:00,Yarnia,,24hr community knitting and crochet circle,Supplies provided. Work on own project or join Knitters vs Crocheters in longest scarf comp!,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
O0546,L0529,Friday,02:00,03:00,The Cottage,DOACRACY,80’s Ski Lodge Time Machine,80’s Ski Lodge Time Machine: Hear the synth echo across timelines - in a space where neon reigns.,Friday 02:00 - 03:00,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
,,Friday,02:22,04:44,Reframing , SPARK,Reframing Art Project,"Reframing Art Project: The Reframing Art Project invites you to revisit your younger self, star gaze & offer healing word hugs to your inner little one (Open 9am-2am - come by anytime)",Friday 02:22 - 04:44,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
O0059,L0057,Friday,03:00,04:00,Camp Otherbo’r’d,BLACK ROCK,Board Speed Dating,"Board Speed Dating: Study your board and learn what makes it like it is. Do you like them Alder? Do you Pine? What makes it Teak? Part game show, part bonding over slivers, part participatory participation.",Friday 03:00 - 04:00,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
O0589,L0571,Friday,03:00,11:00,The Empress,DOACRACY,The 14th Anniversary Party,"The 14th Anniversary Party: Bohemian style tea and cookies oasis is celebrating its 14th anniversary on Friday! Join us for a dance, cocktail (while quantaties last) or tea and homemade cookies.",Friday 03:00 - 11:00,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
O0238,L0233,Friday,03:33,05:55,???,ROAMING,No Stress Express,Our cardboard train will chug around Otherworld emitting the energy of no stress and passing out fruit to those who will receive.,Friday 03:33 - 05:55,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
O0072,L0070,Friday,04:00,05:00,Camp phat glASSes,CONDENSATION,"Keep those peepers on your face, in fashion.","Keep those peepers on your face, in fashion.: Make sunglass chains in front of our giant pair of glasses! Clean your glasses, shake your asses!",Friday 04:00 - 05:00,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
O0246,L0239,Friday,04:00,05:00,Healing Kiss,BROOD,Pregnant and new parent village connector,"Pregnant and new parent village connector: Circle & village connector for pregnant/new moms/parents to share and support each other through the arts and music weekend. A space to build community, exchange resources and stories, with an oracle card offering for grounding and reflection.",Friday 04:00 - 05:00,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
O0357,L0345,Friday,05:00,07:00,Picnic Party,SCORCH,Glizzy Gala,"Glizzy Gala: Start pressing your jorts for solid food and SHOT DOGS to fill every void. Lose your dignity at the Casino of Many Things, peruse D*Arts. Admission free for raccoons in trench coats. Is that soup?",Friday 05:00 - 07:00,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
O0200,L0196,Friday,07:17,08:17,Fantasia,DOACRACY,Cirque de sluttè,Acrobatic burlesque,Friday 07:17 - 08:17,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
O0083,L0081,Friday,09:00,00:00,Camp Wet Landing,EVAPORATION,Scramble of Scandal,"Climb the dicks, find the clit - if you can. Touch it just right and the whole thing lights up! Burner hours- if lights are on, come climb! (19+ or with supervision to climb the wall, please)",Friday 09:00 - 00:00,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
O0145,L0143,Friday,09:00,11:30,Curiouser & Curiouser Café,CONDENSATION,Espresso Bar & Home-baked Cookies,Come celebrate your very merry unbirthday with a flat white and a cookie,Friday 09:00 - 11:30,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
,,Friday,09:00,09:00,Recovery House,EVAPORATION,Conversation Ball Pit ,"Pick a stranger, jump in the ball pit, pick up a ball & read the question, discover the answers to life, the universe and everything. And make a friend :)",Friday 09:00 - 09:00,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
O0217,L0213,Friday,09:50,09:55,Flower Bower,EVAPORATION,Radio Taiso,A brief instructor- led exercise routine that has been practiced in Japan for nearly 100 years. It literally lasts for three minutes so don’t be late! Disclaimer: you’ll barely be damp at the end.,Friday 09:50 - 09:55,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
O0298,L0289,Friday,10:00,13:00,Little Big,SMOLDER,Pink Pony Café,"Sip a little, sparkle a lot! An unapologetically pink coffee experience, just for you <3",Fri - Sat 10:00 - 13:00,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
,,Friday,10:00,0:00,Welcome to Arcadia,YES...AND?,Nerdy and Naughty Stamps,"Come and get some temporary ink! We have designs for all ages, so come get a Nerdy picture or Naughty saying.",,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
O0086,L0084,Friday,10:00,11:00,Camp Who Says Ni,YES...AND?,"Mmm, Gruel...",We love the smell of oatmeal— err... GRUEL in the morning!,Friday 10:00 - 11:00,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
O0087,L0085,Friday,10:00,20:00,Camp Who Says Ni,YES...AND?,Monarch of the Moment,"Be crowned king/queen *ad tempus*, have your portrait drawn, and enact new laws in the kingdom! (Subject to beheading, dethroning, or uprising by other means)",Friday 10:00 - 20:00,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
O0088,L0086,Friday,10:00,20:00,Camp Who Says Ni,YES...AND?,Knighting Ceremony,Our most cherished and beloved vessel hath been lost! Become a Knight Who Says Ni and hunt for our most Holy Chalice!,Friday 10:00 - 20:00,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
O0156,L0154,Friday,10:00,11:00,Dyke Chilling Park,CONDENSATION,Queer Stitch ‘n Bitch,"What is a queer camp without fibre arts? Bring your knitting, crochet, cross stitch, embroidery project and your coffee/ tea and wake up slowly with your fellow queers.",Friday 10:00 - 11:00,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
O0189,L0185,Friday,10:00,18:00,Fairytale BookHub Café & Trash Fence Kid’s Play Area,COLLECTION,The Free Bookstore is Open! with Kid’s Area,"All genres of books to browse and take home, cozy nature crafting corner, shaded kids play area, self serve herbal tea, kids dressups and DIY facepainting.",Friday 10:00 - 18:00,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
O0190,L0186,Friday,10:00,12:00,Fairytale BookHub Café & Trash Fence Kid’s Play Area,COLLECTION,Deep Fried D-Holes,"Waking up is better with a hot D. Hole! Come by for fresh made deep fried donut holes coated with cinnamon & sugar. Please enjoy our shady Café, & kiddos Trash Fence play area.",Friday 10:00 - 12:00,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
O0218,L0214,Friday,10:00,11:00,Flower Bower,EVAPORATION,Perfumery & Aromatherapy,Perfumery & Aromatherapy: Mix together your own custom olfactory palette from our collection of essential oils and aromatics then make a roll-on bottle of your unique creation to take with you and slather on later!,Friday 10:00 - 11:00,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
,,Friday,10:00,11:00,Wild Things Camp,COLLECTION,Skin Decoration Station,"DIY Face/ Body Paint/ Tattoos. Kids! Come decorate yourself, your parent, your friend or sibling. Adults, come be a kid again!",,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
O0221,L0217,Friday,10:00,11:00,Fluoropong,MOOP,Fluoropong table tennis lessons,Fluoropong table tennis lessons: Come learn to play table tennis,Friday 10:00 - 11:00,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
O0222,L0218,Friday,10:00,12:00,Flying Pancakes,CONDENSATION,Naked Pancakes!,Naked Pancakes!: Served 10-12 or until we put clothes on,Friday 10:00 - 12:00,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
O0242,L0237,Friday,10:00,13:00,Healing Kiss,BROOD,Healing Sessions,"1-on-1 healing sessions, including massage, reiki, sound healing, breathwork, and other modalities.",Friday 10:00 - 13:00,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
O0248,L0241,Friday,10:00,11:00,HELLYEAHBROTHER WORLD,PRECIPITATION,Artsy Fartsy Time,"Artsy Fartsy Time: Good morning, brother! Come art with us - we supply the paints, you paint the things. Hell yeah, brother? Hell yeah.",Friday 10:00 - 11:00,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
O0295,L0286,Friday,10:00,10:00,Lalo & Team Compost Camp,ROAMING,Compost Camp,"Compost Camp: FEED WORMS MOISTLY: Find “COMPOST” buckets near the toilets. Take one to your camp and return it at camp’s end. If it’s full, swap for a fresh one or share with a neighbour. We collect buckets from toilets only.",Friday 10:00 - 10:00,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
O0304,L0294,Friday,10:00,12:00,Little Big,SMOLDER,Placenta Pancakes Breakfast,Placenta Pancakes Breakfast: Come fuel up for the day with some delicious Placenta Pancakes in the Living Womb. Get rebirthed before noon and rock your day renewed!,Friday 10:00 - 12:00,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
O0333,L0323,Friday,10:00,11:00,Moistly Helpful Help Desk,TINKER,IT Help,"IT Help: Are IT problems derailing your plans? Our on site nerds might be able to help with your phone, laptop, speaker or other IT type issues at the Moistly Helpful Help Desk.",Friday 10:00 - 11:00,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
O0401,L0389,Friday,10:00,11:00,OTHER Red Tent,COLLECTION,Grounding Yoga,"Grounding Yoga: Join Emily for a grounding & uplifting morning yoga practice. Connect deeply to your inner waters and the loving embrace of mother earth. *Please note: This event is open to all women (cis & trans), non-binary & gender fluid folks.",Friday 10:00 - 11:00,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
O0435,L0422,Friday,10:00,11:00,Recovery House,EVAPORATION,Find your flow yoga,Find your flow yoga: A 60-minute yoga practice to connect with yourself and move in community. All levels are welcome.,Friday 10:00 - 11:00,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
,,Friday,10:00,11:00,The Playground,ASHLAND,Shamanic drum meditation workshop,Learn to travel to your own inner sacred space by yourself and take the map home with you. Open the circle and create an intention,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
O0462,L0447,Friday,10:00,11:00,Sensuary Camp,SIDEQUEST,Vipassana Meditation,"Vipassana Meditation: A one-hour Vipassana sit to arrive, breathe, and observe. A quiet landing into the Sensuary through stillness and awareness.",Friday 10:00 - 11:00,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
O0463,L0448,Friday,10:00,16:00,Sensuary Camp,SIDEQUEST,Sensory Dispensary,Sensory Dispensary: Wanna lick a stone? See a tune? Touch the unexpected? Explore a living collection of sensations inside the Sensuary.,Friday 10:00 - 16:00,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
O0525,L0509,Friday,10:00,11:00,Sound Habitat,EVAPORATION,The Daily Drop-In,"The Daily Drop-In: Each day, devote some time to intentionally connect with your soma through movement, your breath, touch and sound. Return to the present moment, inhabit your body and senses and just be with whatever is alive for you.",Friday 10:00 - 11:00,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
O0579,L0562,Friday,10:00,12:00,The Den,DOACRACY,Crafty Breakfast Club,"Crafty Breakfast Club: Start the day with a hearty breakfast and a good cranking of your units. Tuck in dangly bits, strengthen bonds, and crank those nuts - we’ve got a wobbly road ahead! We’ll have pancakes, coffee, cranks, bits, and lace - bring your units! Oh, and Jam.",Friday 10:00 - 12:00,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
O0631,L0615,Friday,10:00,10:00,"In the (soft,warm) Belly of the Beast",ENCHANTMENT,"In the (soft,warm) Belly of the Beast","In the (soft,warm) Belly of the Beast: There is so much to explore at Otherworld, but sometimes you need a break - a moment of rest, to wait for something to call to you. Shelter in the (soft, warm) belly of the beast, swaddled, protected, and take a long breath.",Friday 10:00 - 10:00,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
O0646,L0627,Friday,10:00,22:00,Cinder-Fellas and the Playa Princesses,ROAMING,Cinder-Fellas and the Playa Princesses,"Cinder-Fellas and the Playa Princesses: We saw some Disney Princes and Princesses experiencing their first Otherworld! If you find them, stop to say hello, sing a song, dance, get your face painted, become a royal, play a game, or take a portrait! Help them learn about OW! ALL AGES!",Friday 10:00 - 22:00,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
O0046,L0044,Friday,10:30,11:30,Boobs & Berries,EVAPORATION,Yoga-lates with KHold,"Yoga-lates with KHold: Shake your boobs and berries (Camp puns fully intended 🍓). Miss your workout? This yoga + Pilates fusion has you covered. Flow, sculpt, sweat, then melt into a Yin cooldown. Led by K-Hold, with optional hands-on assists.",Friday 10:30 - 11:30,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
O0228,L0223,Friday,10:30,11:30,Garden Cósmico,YES...AND?,Bloom & Bowl Ritual,Bloom & Bowl Ritual: Ease into the day with singing bowl vibrations and warm Moroccan tea,Friday 10:30 - 11:30,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
,,Friday,10:30,11:30,Welcome to Arcadia,YES...AND?,Intro to Rope with Danger Mouse!,"Come learn safety and foundational ties like a single column tie and basic chest harness, variants for diverse bodies. No previous experience needed. Some rope available, or bring your own. Bring a buddy, meet a buddy, or tie yourself in knots!",,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
O0450,L0435,Friday,10:30,12:30,Rub-a-Dub-Dub A Song and a Scrub Crew,ROAMING,Rub-a-Dub-Dub A Song and a Scrub,Rub-a-Dub-Dub A Song and a Scrub: Shower Line Up Karaoke and Entertainment,Friday 10:30 - 12:30,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
O0060,L0058,Friday,11:00,12:00,Camp Otherbo’r’d,BLACK ROCK,Philosopher’s Café,"Philosopher’s Café: What is the nature of board?: Intellectuals, come discuss the ethics and epistemology of boardness, but please leave your metaphysics at home. Metaphysics was rightfully supplanted by science (natural science).",Friday 11:00 - 12:00,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
,,Friday,11:00,11:00,Traveling Fairway Division of Sloplandia,,Bucket Golf or Bust,"See a guy in tie dye caddy coveralls? Congratulations, you’ve found wandering bucket golf. Attempt athletic greatness with deeply inadequate equipment in the least prestigious tournament in modern history.",,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
O0454,L0439,Friday,11:00,13:00,Salon Saloon,SMOLDER,Giddyup Craftacular Tassel Town Salon,Visit our DIY tack shop and craft up a beaded/tassled bandana or shop the free boutique to rustle up some new duds!,Sunday 10:30 - 12:30,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
O0138,L0136,Friday,11:00,12:30,Cozy Corner,SMOLDER,Get Nailed and Stamped,Get Nailed and Stamped: Nail painting glory hole & temporary tatoos,Friday 11:00 - 12:30,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
O0148,L0146,Friday,11:00,12:00,Steeped in Art,TINKER,Silk Fans workshop,"Silk Fans workshop: Discover the art of silk fan flow ✨This beginner- friendly workshop teaches graceful movements, smooth transitions, & simple choreography using silk fans. Some silk fans are provided (or bring your own). Come flow with us",Friday 11:00 - 12:00,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
,,Friday,11:00,12:30,Portal Lounge,EVAPORATION,Festival Friending: Speed Connecting & Conscious Convos,"Meet inspiring humans through fun, thought-provoking connection exercises and small-group discussions. We blend music, movement and meaningful conversation to help you make new friends and deepen bonds. Minimal cringe & maximum fun!",,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
O0157,L0155,Friday,11:00,23:00,Dyke Chilling Park,CONDENSATION,Bling Your Bean/Carhartt Stamping,Bling Your Bean/Carhartt Stamping: Bring your carabiner and come bling out your bean. Or swing by with an article of clothing for a dykey linocut stamp.,Friday 11:00 - 23:00,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
O0169,L0167,Friday,11:00,13:30,Electric Circus,MIDDLE EARTH,Signs of the Revolution!,"Signs of the Revolution!: Signs, signs, everywhere a sign! Join us in spreading joy, humour, and compassion by painting a SIGN for your camp and/or the Otherworld community at large. All materials provided. All ages welcome!",Friday 11:00 - 13:30,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
O0201,L0197,Friday,11:00,12:00,Fantasia,DOACRACY,To flip or not to flip,Tumbling basics!,Friday 11:00 - 12:00,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
O0202,L0198,Friday,11:00,12:00,Fantasia,DOACRACY,Grab them balls,"Juggling, rings, balls and clubs! All welcome!",Friday 11:00 - 12:00,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
O0231,L0226,Friday,11:00,12:00,Garden of Eatin', SPARK,Wet Felting at Garden of Eatin,Come learn how to turn wool into art using only the magic of friction and water!!,Friday 11:00 - 12:00,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
O0296,L0287,Friday,11:00,15:00,Level Up+,CONDENSATION,Trial of Errors,Drop in for a quick game of Deathtrap D&D in an Otherworldian Dungeon,Friday 11:00 - 15:00,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
O0361,L0349,Friday,11:00,12:30,Mystic Redneck,PRECIPITATION,Kundalini Hoedown,"Guided yoga & breath to enter into center, open to free flowing nectar of Love below & above. Give your day a key to open into the holy hallelujah within your sensuous heart (+ a lil line dancin’!) Let’s get that high from the inside. Yeehaw!",Friday 11:00 - 12:30,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
